case_label,mood_day_minus_3,mood_day_minus_2,mood_day_minus_1,journal_sentiment_score,stress_score,sleep_score,energy_score,trigger_cluster,next_day_mood_label
Calm,2,4,3,0.0,3,3,4,relationships,Calm
Calm,3,4,3,0.167,2,3,4,work_studies,Calm
Calm,4,3,3,0.167,3,3,4,growth_positive,Calm
Calm,3,3,3,0.0,3,3,4,work_studies,Calm
Calm,3,3,3,0.0,3,4,3,money_future,Calm
Calm,3,2,3,-0.167,3,3,3,relationships,Calm
Calm,3,3,3,0.0,3,2,3,money_future,Calm
Calm,3,2,3,-0.167,3,2,3,work_studies,Calm
Calm,4,2,4,0.167,2,3,3,work_studies,Calm
Calm,3,2,2,-0.333,4,2,2,health_sleep,Calm
Calm,2,3,2,-0.333,3,3,3,relationships,Calm
Calm,4,3,3,0.167,3,2,4,relationships,Calm
Calm,3,3,4,0.167,3,4,4,relationships,Calm
Calm,2,2,4,-0.167,3,2,3,health_sleep,Calm
Calm,3,2,3,-0.167,3,2,3,work_studies,Calm
Calm,4,3,3,0.167,3,3,4,money_future,Calm
Calm,2,4,3,0.0,3,4,4,health_sleep,Calm
Calm,3,2,3,-0.167,3,3,3,relationships,Calm
Calm,3,2,3,-0.167,3,3,4,money_future,Calm
Calm,3,3,3,0.0,3,3,2,work_studies,Calm
Calm,4,4,4,0.5,2,5,4,health_sleep,Calm
Calm,3,4,3,0.167,3,4,4,work_studies,Calm
Calm,4,3,3,0.167,2,3,3,growth_positive,Calm
Calm,2,3,2,-0.333,4,3,2,money_future,Calm
Calm,4,2,3,0.0,3,3,3,growth_positive,Calm
Calm,2,3,3,-0.167,3,3,2,work_studies,Calm
Calm,4,3,2,0.0,3,2,4,growth_positive,Calm
Calm,3,3,3,0.0,3,3,3,growth_positive,Calm
Calm,3,3,3,0.0,3,3,4,money_future,Calm
Calm,2,3,3,-0.167,3,3,2,relationships,Calm
Calm,2,4,3,0.0,3,3,4,growth_positive,Calm
Calm,2,2,2,-0.5,4,2,3,work_studies,Calm
Calm,3,4,3,0.167,2,3,3,growth_positive,Calm
Calm,3,2,2,-0.333,3,1,2,relationships,Calm
Calm,3,4,3,0.167,3,3,4,relationships,Calm
Calm,3,3,2,-0.167,4,2,3,money_future,Calm
Calm,2,2,3,-0.333,4,3,2,money_future,Calm
Calm,3,4,3,0.167,2,4,3,health_sleep,Calm
Calm,3,4,3,0.167,2,4,4,relationships,Calm
Calm,3,3,4,0.167,2,4,4,money_future,Calm
Calm,2,4,4,0.167,3,4,4,health_sleep,Calm
Calm,3,2,3,-0.167,4,3,3,work_studies,Calm
Calm,3,3,3,0.0,3,4,3,work_studies,Calm
Calm,2,4,3,0.0,3,4,4,health_sleep,Calm
Calm,4,2,3,0.0,3,2,2,health_sleep,Calm
Calm,3,3,3,0.0,3,2,2,growth_positive,Calm
Calm,4,2,2,-0.167,3,2,3,work_studies,Calm
Calm,4,3,2,0.0,3,3,3,growth_positive,Calm
Calm,2,3,3,-0.167,3,3,3,work_studies,Calm
Calm,3,3,2,-0.167,4,3,3,growth_positive,Calm
Calm,4,4,3,0.333,2,3,5,money_future,Calm
Calm,3,2,4,0.0,3,3,3,work_studies,Calm
Calm,3,3,2,-0.167,3,2,2,health_sleep,Calm
Calm,2,3,2,-0.333,3,2,2,work_studies,Calm
Calm,3,4,3,0.167,3,3,4,money_future,Calm
Calm,3,3,3,0.0,3,3,3,money_future,Calm
Calm,4,4,4,0.5,2,5,4,work_studies,Calm
Calm,3,4,3,0.167,2,3,4,relationships,Calm
Calm,3,2,4,0.0,3,4,3,money_future,Calm
Calm,2,3,3,-0.167,4,3,3,health_sleep,Calm
Calm,4,4,3,0.333,2,4,3,health_sleep,Calm
Calm,3,4,3,0.167,2,3,4,relationships,Calm
Calm,4,4,2,0.167,2,3,4,growth_positive,Calm
Calm,4,2,3,0.0,3,2,4,relationships,Calm
Calm,3,3,3,0.0,3,3,3,relationships,Calm
Calm,3,3,3,0.0,2,3,4,growth_positive,Calm
Calm,3,4,3,0.167,2,3,3,growth_positive,Calm
Calm,4,3,2,0.0,3,3,3,work_studies,Calm
Calm,3,2,4,0.0,3,3,4,growth_positive,Calm
Calm,4,3,3,0.167,2,3,3,work_studies,Calm
Calm,4,3,3,0.167,2,3,4,work_studies,Calm
Calm,2,3,3,-0.167,4,2,2,money_future,Calm
Calm,4,3,3,0.167,3,2,4,money_future,Calm
Calm,3,3,2,-0.167,3,3,3,growth_positive,Calm
Calm,3,3,3,0.0,3,2,3,work_studies,Calm
Calm,3,2,3,-0.167,4,2,2,relationships,Calm
Calm,2,3,3,-0.167,3,4,3,money_future,Calm
Calm,4,3,3,0.167,2,3,3,growth_positive,Calm
Calm,3,3,3,0.0,4,3,3,work_studies,Calm
Calm,3,4,3,0.167,3,4,4,money_future,Calm
Calm,3,2,2,-0.333,4,3,3,growth_positive,Calm
Calm,3,2,3,-0.167,4,2,3,health_sleep,Calm
Calm,3,3,3,0.0,3,2,3,work_studies,Calm
Calm,4,4,2,0.167,2,4,4,relationships,Calm
Calm,4,3,2,0.0,2,2,4,work_studies,Calm
Calm,3,3,3,0.0,3,2,4,growth_positive,Calm
Calm,2,4,3,0.0,3,4,3,growth_positive,Calm
Calm,3,2,3,-0.167,3,3,3,money_future,Calm
Calm,3,4,3,0.167,2,4,3,work_studies,Calm
Calm,4,3,3,0.167,3,3,3,growth_positive,Calm
Calm,2,2,3,-0.333,4,3,3,growth_positive,Calm
Calm,3,4,3,0.167,3,4,3,money_future,Calm
Calm,2,3,2,-0.333,3,2,2,work_studies,Calm
Calm,4,3,2,0.0,4,3,2,work_studies,Calm
Calm,4,3,3,0.167,3,3,4,health_sleep,Calm
Calm,2,3,3,-0.167,4,3,3,money_future,Calm
Calm,3,3,4,0.167,2,3,3,growth_positive,Calm
Calm,4,3,3,0.167,3,4,4,money_future,Calm
Calm,4,2,3,0.0,3,3,4,money_future,Calm
Calm,3,4,3,0.167,3,4,3,work_studies,Calm
Calm,3,3,3,0.0,2,3,4,money_future,Calm
Calm,4,2,2,-0.167,3,2,2,relationships,Calm
Calm,4,2,2,-0.167,3,3,3,relationships,Calm
Calm,4,3,3,0.167,3,4,3,work_studies,Calm
Calm,3,4,3,0.167,2,3,3,relationships,Calm
Calm,3,3,3,0.0,3,2,3,growth_positive,Calm
Calm,2,3,3,-0.167,4,2,2,work_studies,Calm
Calm,3,3,3,0.0,3,3,3,money_future,Calm
Calm,3,3,3,0.0,4,4,3,money_future,Calm
Calm,2,3,4,0.0,3,3,3,money_future,Calm
Calm,4,4,3,0.333,2,3,4,growth_positive,Calm
Calm,3,4,2,0.0,3,3,3,money_future,Calm
Calm,2,4,2,-0.167,3,3,3,health_sleep,Calm
Calm,3,3,2,-0.167,4,2,4,health_sleep,Calm
Calm,2,2,3,-0.333,4,2,3,health_sleep,Calm
Calm,3,4,3,0.167,2,4,4,work_studies,Calm
Calm,4,4,3,0.333,3,3,3,work_studies,Calm
Calm,3,3,2,-0.167,3,3,3,health_sleep,Calm
Calm,3,2,3,-0.167,3,3,2,money_future,Calm
Calm,4,3,3,0.167,3,3,4,relationships,Calm
Calm,2,2,3,-0.333,4,3,3,relationships,Calm
Calm,2,3,3,-0.167,3,3,3,money_future,Calm
Calm,3,4,4,0.333,2,4,4,money_future,Calm
Calm,3,3,3,0.0,3,3,2,growth_positive,Calm
Calm,4,2,3,0.0,2,2,4,work_studies,Calm
Calm,3,3,3,0.0,3,3,3,growth_positive,Calm
Calm,4,3,3,0.167,3,3,3,growth_positive,Calm
Calm,3,4,3,0.167,2,3,3,relationships,Calm
Calm,4,2,4,0.167,3,3,3,relationships,Calm
Calm,2,2,3,-0.333,3,3,2,work_studies,Calm
Calm,2,2,2,-0.5,4,2,2,health_sleep,Calm
Calm,4,2,2,-0.167,4,2,2,money_future,Calm
Calm,3,3,3,0.0,3,3,3,work_studies,Calm
Calm,2,4,3,0.0,2,3,3,work_studies,Calm
Calm,4,3,3,0.167,3,3,3,work_studies,Calm
Calm,2,3,2,-0.333,4,3,2,growth_positive,Calm
Calm,4,4,3,0.333,2,3,4,health_sleep,Calm
Calm,4,3,3,0.167,3,3,3,work_studies,Calm
Calm,4,3,4,0.333,2,3,4,relationships,Calm
Calm,4,3,3,0.167,2,3,3,relationships,Calm
Calm,2,2,3,-0.333,4,3,2,health_sleep,Calm
Calm,2,2,2,-0.5,3,1,2,growth_positive,Calm
Calm,4,3,3,0.167,3,4,3,work_studies,Calm
Calm,4,3,4,0.333,3,4,4,growth_positive,Calm
Calm,4,3,4,0.333,3,3,4,work_studies,Calm
Calm,2,4,3,0.0,3,3,3,work_studies,Calm
Calm,4,3,4,0.333,2,4,3,relationships,Calm
Calm,4,3,3,0.167,3,3,3,health_sleep,Calm
Calm,3,2,4,0.0,3,2,3,growth_positive,Calm
Calm,4,4,4,0.5,2,4,5,money_future,Calm
Calm,3,3,2,-0.167,4,2,3,health_sleep,Calm
Calm,3,3,3,0.0,4,3,3,money_future,Calm
Calm,3,2,4,0.0,3,4,3,growth_positive,Calm
Calm,4,3,4,0.333,3,4,4,health_sleep,Calm
Calm,2,3,2,-0.333,3,2,3,money_future,Calm
Calm,4,3,3,0.167,3,2,3,relationships,Calm
Calm,3,3,2,-0.167,4,2,3,health_sleep,Calm
Calm,2,3,2,-0.333,3,2,3,work_studies,Calm
Calm,3,2,4,0.0,4,3,2,work_studies,Calm
Calm,3,2,3,-0.167,4,2,3,health_sleep,Calm
Calm,3,4,3,0.167,3,3,4,work_studies,Calm
Calm,4,3,3,0.167,2,3,3,relationships,Calm
Calm,3,4,3,0.167,3,3,4,health_sleep,Calm
Calm,4,4,3,0.333,2,3,4,money_future,Calm
Calm,4,4,2,0.167,2,4,3,health_sleep,Calm
Calm,2,4,2,-0.167,3,3,2,relationships,Calm
Calm,2,3,2,-0.333,4,3,3,work_studies,Calm
Calm,3,4,3,0.167,3,4,3,money_future,Calm
Calm,3,2,3,-0.167,3,2,3,relationships,Calm
Calm,2,2,3,-0.333,4,2,3,work_studies,Calm
Calm,4,3,3,0.167,3,4,3,health_sleep,Calm
Calm,3,2,3,-0.167,3,2,3,growth_positive,Calm
Calm,4,4,3,0.333,2,3,4,relationships,Calm
Calm,3,2,3,-0.167,3,3,2,money_future,Calm
Calm,2,3,3,-0.167,4,3,2,health_sleep,Calm
Calm,3,2,2,-0.333,3,2,2,growth_positive,Calm
Calm,3,2,4,0.0,2,3,3,relationships,Calm
Calm,4,3,2,0.0,4,2,4,money_future,Calm
Calm,4,3,3,0.167,3,3,4,relationships,Calm
Calm,3,3,3,0.0,2,3,3,relationships,Calm
Calm,4,3,2,0.0,3,2,4,work_studies,Calm
Calm,2,2,3,-0.333,3,2,3,growth_positive,Calm
Calm,2,2,4,-0.167,4,3,2,health_sleep,Calm
Calm,4,3,4,0.333,3,4,4,money_future,Calm
Calm,2,3,4,0.0,3,3,3,money_future,Calm
Calm,3,2,4,0.0,3,2,3,health_sleep,Calm
Calm,2,4,2,-0.167,3,4,2,growth_positive,Calm
Calm,3,4,3,0.167,2,3,4,work_studies,Calm
Calm,3,4,3,0.167,2,3,4,money_future,Calm
Calm,3,3,3,0.0,3,3,3,health_sleep,Calm
Calm,3,3,3,0.0,4,3,4,growth_positive,Calm
Calm,2,2,4,-0.167,4,3,2,work_studies,Calm
Calm,4,3,3,0.167,3,3,3,growth_positive,Calm
Calm,2,3,4,0.0,3,3,4,growth_positive,Calm
Calm,3,3,3,0.0,3,3,3,relationships,Calm
Calm,4,4,2,0.167,2,2,4,relationships,Calm
Calm,4,4,3,0.333,2,3,4,work_studies,Calm
Calm,3,2,3,-0.167,4,3,4,work_studies,Calm
Calm,3,4,3,0.167,2,3,3,money_future,Calm
Calm,2,3,3,-0.167,4,3,4,health_sleep,Calm
Calm,2,3,3,-0.167,4,3,3,growth_positive,Calm
Calm,3,3,3,0.0,3,3,3,work_studies,Calm
Calm,2,3,3,-0.167,4,3,3,money_future,Calm
Calm,3,2,3,-0.167,4,3,2,relationships,Calm
Calm,3,2,3,-0.167,4,3,2,relationships,Calm
Calm,2,4,3,0.0,4,4,3,health_sleep,Calm
Calm,2,2,3,-0.333,4,2,2,health_sleep,Calm
Calm,2,3,3,-0.167,4,2,2,money_future,Calm
Calm,3,3,2,-0.167,4,3,2,relationships,Calm
Calm,3,3,2,-0.167,3,2,2,relationships,Calm
Calm,4,3,3,0.167,3,4,3,work_studies,Calm
Calm,3,3,2,-0.167,3,3,3,growth_positive,Calm
Calm,4,3,3,0.167,3,3,3,work_studies,Calm
Calm,3,2,3,-0.167,4,2,2,work_studies,Calm
Calm,2,3,3,-0.167,3,3,3,health_sleep,Calm
Calm,4,3,4,0.333,2,3,4,money_future,Calm
Calm,3,3,3,0.0,2,3,3,relationships,Calm
Calm,2,3,3,-0.167,3,2,3,money_future,Calm
Calm,2,2,3,-0.333,3,3,2,relationships,Calm
Calm,3,3,4,0.167,3,3,3,relationships,Calm
Calm,3,3,4,0.167,2,4,4,growth_positive,Calm
Calm,4,2,2,-0.167,3,1,3,work_studies,Calm
Calm,4,2,2,-0.167,3,2,2,growth_positive,Calm
Calm,2,3,3,-0.167,3,3,3,growth_positive,Calm
Calm,3,3,3,0.0,4,3,3,health_sleep,Calm
Calm,2,4,3,0.0,2,4,4,health_sleep,Calm
Calm,4,2,3,0.0,3,2,2,work_studies,Calm
Calm,4,4,4,0.5,1,3,4,growth_positive,Calm
Calm,4,4,3,0.333,3,3,4,work_studies,Calm
Calm,3,2,3,-0.167,4,2,3,work_studies,Calm
Calm,4,4,3,0.333,3,4,4,money_future,Calm
Calm,4,3,2,0.0,3,2,3,health_sleep,Calm
Calm,2,4,3,0.0,2,3,4,growth_positive,Calm
Calm,2,4,4,0.167,3,3,3,relationships,Calm
Calm,4,3,3,0.167,2,2,4,work_studies,Calm
Calm,3,3,3,0.0,3,3,3,work_studies,Calm
Calm,4,4,3,0.333,2,4,4,health_sleep,Calm
Calm,2,2,3,-0.333,4,3,2,relationships,Calm
Calm,3,4,2,0.0,3,4,3,work_studies,Calm
Calm,3,3,3,0.0,4,4,3,growth_positive,Calm
Calm,3,3,4,0.167,3,4,3,growth_positive,Calm
Calm,2,2,3,-0.333,4,2,2,money_future,Calm
Calm,4,2,4,0.167,2,2,4,money_future,Calm
Calm,3,4,3,0.167,3,3,4,money_future,Calm
Calm,2,3,2,-0.333,3,3,2,relationships,Calm
Calm,3,4,2,0.0,3,2,4,work_studies,Calm
Calm,2,3,4,0.0,3,4,4,money_future,Calm
Calm,4,3,4,0.333,2,4,4,money_future,Calm
Calm,2,3,3,-0.167,3,4,3,money_future,Calm
Calm,4,2,2,-0.167,3,3,3,money_future,Calm
Calm,3,4,3,0.167,3,4,4,money_future,Calm
Calm,3,2,4,0.0,3,3,4,work_studies,Calm
Calm,4,3,2,0.0,4,2,3,relationships,Calm
Calm,3,3,3,0.0,3,3,3,relationships,Calm
Calm,3,3,4,0.167,3,3,3,growth_positive,Calm
Calm,4,3,3,0.167,3,3,3,work_studies,Calm
Calm,4,4,3,0.333,3,4,3,money_future,Calm
Calm,4,2,3,0.0,2,3,3,money_future,Calm
Calm,2,4,3,0.0,3,3,3,health_sleep,Calm
Calm,2,3,3,-0.167,4,3,3,growth_positive,Calm
Calm,4,4,3,0.333,2,4,4,health_sleep,Calm
Calm,4,3,3,0.167,3,2,4,health_sleep,Calm
Calm,2,2,2,-0.5,4,3,2,work_studies,Calm
Calm,3,3,3,0.0,2,4,4,money_future,Calm
Calm,3,2,3,-0.167,3,2,3,growth_positive,Calm
Calm,3,2,4,0.0,3,3,3,growth_positive,Calm
Calm,3,3,2,-0.167,4,3,3,relationships,Calm
Calm,3,2,4,0.0,3,3,3,money_future,Calm
Calm,3,4,3,0.167,3,3,4,health_sleep,Calm
Calm,3,2,4,0.0,3,3,3,health_sleep,Calm
Calm,3,2,2,-0.333,3,3,3,work_studies,Calm
Calm,2,3,2,-0.333,3,3,2,relationships,Calm
Calm,4,4,3,0.333,3,3,4,health_sleep,Calm
Calm,2,3,3,-0.167,3,3,3,relationships,Calm
Calm,3,3,3,0.0,2,3,4,growth_positive,Calm
Calm,4,3,3,0.167,3,2,3,relationships,Calm
Calm,3,3,4,0.167,3,4,3,money_future,Calm
Calm,4,4,4,0.5,2,3,4,work_studies,Calm
Calm,4,3,2,0.0,2,2,4,growth_positive,Calm
Calm,4,3,3,0.167,3,2,4,health_sleep,Calm
Calm,4,2,3,0.0,3,3,3,health_sleep,Calm
Calm,3,2,4,0.0,3,2,4,money_future,Calm
Calm,2,4,2,-0.167,4,3,3,health_sleep,Calm
Calm,3,4,2,0.0,4,2,4,money_future,Calm
Calm,4,4,2,0.167,3,3,4,growth_positive,Calm
Calm,4,3,4,0.333,2,3,3,growth_positive,Calm
Calm,3,3,3,0.0,3,3,3,money_future,Calm
Calm,4,3,3,0.167,2,4,3,relationships,Calm
Calm,4,2,2,-0.167,3,2,3,relationships,Calm
Calm,3,3,4,0.167,2,3,4,work_studies,Calm
Calm,4,4,3,0.333,2,3,4,growth_positive,Calm
Calm,2,4,3,0.0,3,3,3,money_future,Calm
Calm,4,3,2,0.0,2,3,3,work_studies,Calm
Calm,2,2,3,-0.333,3,3,2,relationships,Calm
Calm,3,3,3,0.0,3,3,3,growth_positive,Calm
Calm,2,4,4,0.167,3,4,3,growth_positive,Calm
Calm,4,4,3,0.333,2,4,3,money_future,Calm
Calm,3,4,4,0.333,2,4,4,health_sleep,Calm
Calm,4,3,3,0.167,3,2,3,growth_positive,Calm
Calm,2,4,3,0.0,2,3,2,money_future,Calm
Calm,4,2,4,0.167,3,3,3,relationships,Calm
Calm,4,3,3,0.167,2,4,4,work_studies,Calm
Calm,2,3,3,-0.167,3,2,3,health_sleep,Calm
Calm,4,4,3,0.333,2,3,3,money_future,Calm
Calm,2,2,3,-0.333,3,2,3,relationships,Calm
Calm,4,2,3,0.0,2,3,3,health_sleep,Calm
Calm,3,3,2,-0.167,4,2,3,work_studies,Calm
Calm,2,3,2,-0.333,4,3,3,relationships,Calm
Calm,4,2,4,0.167,2,2,3,work_studies,Calm
Calm,4,2,3,0.0,2,3,3,work_studies,Calm
Calm,3,2,3,-0.167,3,3,2,money_future,Calm
Calm,3,2,2,-0.333,4,2,3,growth_positive,Calm
Calm,2,3,4,0.0,3,3,3,money_future,Calm
Calm,3,4,3,0.167,3,3,3,work_studies,Calm
Calm,2,3,3,-0.167,4,3,3,relationships,Calm
Calm,3,2,3,-0.167,3,3,3,work_studies,Calm
Calm,2,3,2,-0.333,4,2,3,health_sleep,Calm
Calm,3,3,3,0.0,2,2,4,growth_positive,Calm
Calm,4,3,3,0.167,3,2,4,health_sleep,Calm
Calm,2,4,3,0.0,3,4,3,health_sleep,Calm
Calm,3,4,4,0.333,2,5,3,money_future,Calm
Calm,3,3,3,0.0,4,3,4,relationships,Calm
Calm,3,3,4,0.167,3,4,4,work_studies,Calm
Calm,4,2,4,0.167,3,4,3,money_future,Calm
Calm,4,3,3,0.167,3,2,3,work_studies,Calm
Calm,4,3,3,0.167,3,2,4,relationships,Calm
Calm,4,3,3,0.167,2,3,3,growth_positive,Calm
Calm,3,4,4,0.333,2,5,3,health_sleep,Calm
Calm,3,3,4,0.167,3,4,3,health_sleep,Calm
Calm,2,3,3,-0.167,3,3,3,growth_positive,Calm
Calm,4,2,3,0.0,3,3,4,health_sleep,Calm
Calm,2,3,3,-0.167,3,2,3,relationships,Calm
Calm,4,3,2,0.0,3,3,4,relationships,Calm
Calm,4,3,4,0.333,2,4,4,health_sleep,Calm
Calm,2,4,3,0.0,3,4,3,work_studies,Calm
Calm,4,2,3,0.0,3,2,3,growth_positive,Calm
Calm,4,3,3,0.167,2,4,3,money_future,Calm
Calm,4,3,3,0.167,3,3,4,money_future,Calm
Calm,3,4,3,0.167,3,4,4,money_future,Calm
Calm,4,4,4,0.5,2,4,4,growth_positive,Calm
Calm,4,3,4,0.333,2,3,4,growth_positive,Calm
Calm,4,3,3,0.167,2,3,3,health_sleep,Calm
Calm,4,3,3,0.167,2,4,4,work_studies,Calm
Calm,3,3,3,0.0,3,3,4,relationships,Calm
Calm,4,3,3,0.167,3,3,4,relationships,Calm
Calm,2,4,3,0.0,3,4,4,health_sleep,Calm
Calm,3,4,3,0.167,3,3,3,relationships,Calm
Calm,4,2,3,0.0,4,3,3,growth_positive,Calm
Calm,3,3,4,0.167,3,4,4,growth_positive,Calm
Calm,4,3,3,0.167,3,4,3,relationships,Calm
Calm,3,4,4,0.333,2,4,5,growth_positive,Calm
Calm,2,3,3,-0.167,4,4,3,money_future,Calm
Calm,4,3,2,0.0,3,3,4,money_future,Calm
Calm,3,3,4,0.167,3,4,3,work_studies,Calm
Calm,3,2,3,-0.167,3,3,2,health_sleep,Calm
Calm,4,3,3,0.167,2,3,4,growth_positive,Calm
Calm,3,4,3,0.167,3,4,3,health_sleep,Calm
Calm,4,3,3,0.167,2,3,3,relationships,Calm
Calm,4,3,3,0.167,2,3,3,health_sleep,Calm
Calm,2,3,2,-0.333,4,3,3,growth_positive,Calm
Calm,2,3,3,-0.167,4,4,2,health_sleep,Calm
Calm,2,3,3,-0.167,3,3,3,relationships,Calm
Calm,3,4,3,0.167,2,3,4,health_sleep,Calm
Calm,4,3,4,0.333,2,4,4,work_studies,Calm
Calm,4,3,3,0.167,3,4,3,health_sleep,Calm
Calm,4,3,3,0.167,3,2,3,relationships,Calm
Calm,3,3,3,0.0,2,3,3,relationships,Calm
Calm,3,2,4,0.0,3,3,2,money_future,Calm
Calm,3,3,3,0.0,3,3,3,health_sleep,Calm
Calm,3,4,3,0.167,3,3,4,money_future,Calm
Calm,2,3,3,-0.167,4,3,3,health_sleep,Calm
Calm,4,3,4,0.333,2,4,3,work_studies,Calm
Calm,3,3,3,0.0,2,2,4,work_studies,Calm
Calm,3,4,3,0.167,3,3,3,work_studies,Calm
Calm,2,2,3,-0.333,3,2,2,money_future,Calm
Calm,3,4,4,0.333,2,4,4,health_sleep,Calm
Calm,3,4,4,0.333,2,4,4,growth_positive,Calm
Calm,2,4,3,0.0,3,3,4,health_sleep,Calm
Calm,2,2,2,-0.5,4,3,3,health_sleep,Calm
Calm,4,3,3,0.167,3,3,3,work_studies,Calm
Calm,3,3,3,0.0,3,3,3,health_sleep,Calm
Calm,4,4,2,0.167,2,2,4,work_studies,Calm
Calm,4,4,2,0.167,3,3,4,relationships,Calm
Calm,3,3,3,0.0,3,3,3,money_future,Calm
Calm,2,3,4,0.0,4,4,4,relationships,Calm
Calm,3,3,3,0.0,4,3,3,health_sleep,Calm
Calm,3,3,3,0.0,3,4,3,money_future,Calm
Calm,2,3,3,-0.167,3,3,3,work_studies,Calm
Calm,4,2,4,0.167,3,3,4,health_sleep,Calm
Calm,3,2,3,-0.167,4,2,3,health_sleep,Calm
Calm,4,3,2,0.0,3,2,3,work_studies,Calm
Calm,2,2,3,-0.333,4,3,2,money_future,Calm
Calm,4,3,3,0.167,3,2,4,money_future,Calm
Calm,3,4,4,0.333,2,4,3,money_future,Calm
Calm,3,2,2,-0.333,3,2,2,growth_positive,Calm
Calm,3,2,3,-0.167,4,2,3,work_studies,Calm
Calm,2,3,4,0.0,3,3,2,money_future,Calm
Calm,2,3,3,-0.167,4,3,3,money_future,Calm
Calm,4,2,2,-0.167,3,2,3,work_studies,Calm
Calm,3,3,3,0.0,3,4,3,money_future,Calm
Calm,3,3,2,-0.167,4,2,3,relationships,Calm
Calm,4,2,4,0.167,3,2,4,work_studies,Calm
Calm,4,3,3,0.167,2,2,3,health_sleep,Calm
Calm,3,3,3,0.0,3,4,3,growth_positive,Calm
Calm,2,2,4,-0.167,3,4,3,growth_positive,Calm
Calm,4,3,3,0.167,3,3,4,relationships,Calm
Calm,3,4,3,0.167,3,4,3,relationships,Calm
Calm,2,4,3,0.0,3,4,3,relationships,Calm
Calm,3,2,3,-0.167,3,2,3,health_sleep,Calm
Calm,3,2,3,-0.167,4,2,3,health_sleep,Calm
Calm,2,4,4,0.167,3,5,4,money_future,Calm
Calm,4,4,3,0.333,2,4,4,money_future,Calm
Calm,4,2,3,0.0,3,3,4,money_future,Calm
Calm,3,3,3,0.0,3,3,3,growth_positive,Calm
Calm,2,3,3,-0.167,3,3,3,relationships,Calm
Calm,3,2,3,-0.167,4,2,2,work_studies,Calm
Calm,3,3,3,0.0,2,3,3,health_sleep,Calm
Calm,4,3,2,0.0,4,2,4,growth_positive,Calm
Calm,3,3,2,-0.167,3,2,3,growth_positive,Calm
Calm,3,3,3,0.0,3,4,3,relationships,Calm
Calm,4,3,3,0.167,2,4,3,health_sleep,Calm
Calm,3,3,4,0.167,2,4,4,health_sleep,Calm
Calm,3,3,2,-0.167,4,3,3,health_sleep,Calm
Calm,2,4,3,0.0,4,4,3,money_future,Calm
Calm,4,3,2,0.0,3,3,4,relationships,Calm
Calm,3,3,3,0.0,3,3,3,relationships,Calm
Calm,2,2,3,-0.333,3,3,3,money_future,Calm
Calm,4,4,2,0.167,3,3,3,growth_positive,Calm
Calm,2,3,3,-0.167,4,4,3,money_future,Calm
Calm,3,3,3,0.0,3,4,3,money_future,Calm
Calm,3,3,3,0.0,4,3,4,health_sleep,Calm
Calm,2,2,3,-0.333,4,3,3,health_sleep,Calm
Calm,3,4,2,0.0,3,3,3,money_future,Calm
Calm,3,4,4,0.333,2,4,4,growth_positive,Calm
Calm,3,2,4,0.0,4,3,4,money_future,Calm
Calm,3,3,3,0.0,3,2,4,relationships,Calm
Calm,3,4,2,0.0,2,4,4,work_studies,Calm
Calm,4,4,2,0.167,3,3,4,relationships,Calm
Calm,4,2,2,-0.167,4,2,3,health_sleep,Calm
Calm,2,2,3,-0.333,4,3,3,money_future,Calm
Calm,2,3,3,-0.167,3,3,3,money_future,Calm
Calm,2,2,3,-0.333,3,2,3,work_studies,Calm
Calm,3,4,3,0.167,3,4,3,money_future,Calm
Calm,3,3,4,0.167,2,4,3,money_future,Calm
Calm,3,3,3,0.0,4,2,4,health_sleep,Calm
Calm,3,3,3,0.0,3,2,3,growth_positive,Calm
Calm,3,3,3,0.0,4,3,4,relationships,Calm
Calm,3,4,3,0.167,3,3,3,health_sleep,Calm
Calm,4,4,4,0.5,2,3,4,health_sleep,Calm
Calm,2,2,3,-0.333,4,3,3,money_future,Calm
Calm,2,3,4,0.0,3,3,2,money_future,Calm
Calm,4,3,4,0.333,2,3,4,money_future,Calm
Calm,3,2,4,0.0,3,3,3,health_sleep,Calm
Calm,3,3,4,0.167,3,3,3,money_future,Calm
Calm,3,2,3,-0.167,4,3,2,health_sleep,Calm
Calm,3,2,3,-0.167,4,2,3,relationships,Calm
Calm,3,3,3,0.0,3,3,4,money_future,Calm
Calm,3,3,2,-0.167,3,2,3,growth_positive,Calm
Calm,3,2,2,-0.333,4,2,3,health_sleep,Calm
Good,3,4,5,0.5,2,5,4,health_sleep,Good
Good,5,3,4,0.5,1,3,4,money_future,Good
Good,4,4,4,0.5,2,4,4,money_future,Good
Good,4,4,3,0.333,2,4,4,work_studies,Good
Good,4,4,4,0.5,3,4,4,health_sleep,Good
Good,4,5,5,0.833,1,5,5,relationships,Good
Good,4,5,4,0.667,2,4,4,health_sleep,Good
Good,5,4,3,0.5,2,3,4,relationships,Good
Good,4,5,4,0.667,1,5,5,health_sleep,Good
Good,4,4,4,0.5,3,4,4,health_sleep,Good
Good,4,3,4,0.333,3,4,3,work_studies,Good
Good,3,4,4,0.333,3,4,3,work_studies,Good
Good,3,5,4,0.5,3,4,4,health_sleep,Good
Good,4,4,3,0.333,3,4,5,work_studies,Good
Good,4,3,3,0.167,3,3,3,health_sleep,Good
Good,4,4,3,0.333,3,3,4,money_future,Good
Good,3,4,4,0.333,3,4,4,growth_positive,Good
