avg_mood_score,mood_variability,journal_negative_ratio,stress_mean,anxiety_mean,support_mean,stress_index,emotional_stability,positivity_ratio,confidence_score
3.845,0.671,0.968,4.778,4.229,3.094,100,88,3,88
3.565,0.996,0.653,2.178,3.88,4.003,58,87,35,87
3.09,0.536,0.54,4.655,3.253,1.438,93,70,46,82
1.077,0.197,0.569,1.36,4.625,3.462,71,57,43,96
2.048,0.393,0.999,2.207,3.873,3.889,78,67,0,96
4.573,0.285,0.256,3.369,1.502,2.357,37,100,74,93
3.114,0.167,0.709,3.932,1.644,2.728,69,86,29,96
1.665,0.11,0.111,4.101,2.013,1.617,75,61,89,92
3.387,0.706,0.599,1.033,3.101,3.911,32,90,40,93
4.367,0.51,0.749,2.372,4.702,3.736,65,100,25,96
2.749,0.382,0.679,3.192,4.682,1.992,89,70,32,88
3.505,0.456,0.555,1.866,4.24,1.724,55,81,44,85
1.504,0.891,0.087,1.786,4.577,2.122,64,45,91,78
2.816,0.829,0.373,2.596,1.346,4.354,40,84,63,92
2.489,0.2,0.22,3.706,1.238,3.89,56,90,78,96
4.316,0.569,0.975,2.605,4.851,1.105,75,82,3,79
4.79,0.975,0.7,1.834,2.08,4.592,26,100,30,91
4.752,0.858,0.133,1.557,3.116,1.631,21,100,87,75
4.398,0.539,0.548,2.344,2.698,2.583,40,100,45,88
2.14,0.648,0.518,2.887,2.741,1.658,67,52,48,80
4.758,0.356,0.804,4.024,3.663,3.397,79,100,20,96
4.514,0.811,0.992,3.984,2.413,3.726,72,100,1,89
2.549,0.157,0.306,4.57,1.819,1.766,77,74,69,92
4.937,0.227,0.655,1.292,2.399,4.998,18,100,35,96
1.868,0.355,0.834,3.816,1.345,1.511,76,48,17,86
4.618,0.909,0.766,4.58,4.184,1.609,94,87,23,74
3.648,0.097,0.7,2.835,3.378,3.158,64,100,30,96
2.775,0.672,0.071,2.922,3.488,1.677,61,70,93,80
2.278,0.624,0.862,3.085,3.251,3.64,81,66,14,93
4.787,0.199,0.521,2.5,4.043,3.351,53,100,48,96
1.492,0.781,0.389,4.544,1.935,2.356,88,45,61,82
4.45,0.38,0.386,4.469,1.455,3.384,58,100,61,96
2.29,0.629,0.754,1.496,2.475,1.774,45,53,25,81
3.328,0.252,0.5,4.199,2.37,4.982,74,100,50,96
1.817,0.372,0.165,1.889,2.683,2.421,46,64,84,91
1.315,0.85,0.067,1.294,3.758,1.443,49,38,93,75
2.752,0.745,0.128,4.797,1.128,1.572,69,66,87,78
1.66,0.857,0.588,4.623,4.258,2.196,100,42,41,79
2.306,0.66,0.515,4.33,3.466,1.171,96,51,48,77
3.336,0.469,0.336,2.318,1.686,3.069,34,92,66,93
1.74,0.114,0.795,4.949,2.43,3.3,100,66,20,96
2.995,0.262,0.659,1.855,4.032,4.669,59,98,34,96
2.598,0.453,0.985,2.792,2.142,3.924,65,76,2,96
4.806,0.463,0.654,3.897,2.72,3.526,64,100,35,96
4.342,0.972,0.275,2.474,4.401,3.528,54,100,72,84
2.095,0.389,0.115,3.388,4.792,4.155,88,83,88,96
1.955,0.277,0.791,3.881,1.676,2.229,79,58,21,92
4.064,0.991,0.224,1.906,1.615,4.971,19,100,78,93
2.516,0.971,0.152,3.447,4.099,1.312,79,54,85,71
1.22,0.991,0.9,4.789,3.797,4.898,100,49,10,92
2.144,0.962,0.442,4.86,2.376,1.71,93,47,56,74
2.737,0.559,0.502,1.494,3.47,2.022,47,68,50,85
1.407,0.387,0.995,3.905,2.584,1.003,97,33,0,82
1.345,0.77,0.61,2.363,2.63,1.196,66,30,39,75
2.995,0.897,0.312,3.858,4.448,3.908,88,83,69,88
1.611,0.152,0.407,2.501,4.786,2.19,83,59,59,95
2.929,0.701,0.334,3.977,3.843,4.109,85,87,67,94
1.518,0.779,0.984,1.989,3.772,4.261,77,52,2,93
4.19,0.777,0.01,4.458,1.558,1.291,54,91,99,75
1.864,0.662,0.41,4.583,1.858,4.859,85,74,59,96
1.308,0.143,0.611,1.025,2.114,2.831,39,57,39,96
3.462,0.345,0.885,2.821,2.202,4.703,57,100,11,96
3.481,0.604,0.18,1.861,1.693,2.893,22,92,82,89
3.537,0.197,0.66,1.381,2.756,3.765,35,100,34,96
2.953,0.474,0.242,3.103,2.407,1.218,55,71,76,82
3.126,0.449,0.777,1.287,1.723,1.604,28,70,22,85
2.795,0.554,0.437,1.778,4.706,2.995,62,78,56,90
4.211,0.375,0.595,1.042,2.978,1.653,25,94,40,86
4.899,0.672,0.279,1.961,2.671,3.911,24,100,72,93
1.902,0.707,0.497,1.095,1.556,2.72,28,55,50,85
2.563,0.213,0.689,3.277,2.436,2.574,70,74,31,96
4.529,0.317,0.17,1.999,1.632,3.576,15,100,83,96
1.257,0.887,0.135,2.883,2.648,1.233,65,33,86,72
1.583,0.349,0.483,3.875,2.015,4.185,79,70,52,96
4.065,0.626,0.5,3.437,4.465,3.525,77,100,50,92
4.429,0.581,0.236,4.502,4.79,3.565,89,100,76,93
2.774,0.507,0.028,2.748,1.63,4.087,39,93,97,96
4.113,0.139,0.281,4.817,4.698,2.268,97,100,72,95
3.378,0.534,0.395,2.261,3.319,1.639,50,79,61,83
3.772,0.864,0.555,3.309,2.251,4.364,56,98,45,92
3.324,0.953,0.713,2.403,2.702,1.153,53,60,29,70
1.487,0.858,0.003,4.233,3.775,2.478,94,50,100,81
4.53,0.482,0.371,2.503,2.606,2.111,37,100,63,87
3.295,0.397,0.911,3.033,4.469,1.666,85,73,9,86
2.659,0.799,0.981,1.049,3.196,2.699,47,60,2,83
4.979,0.477,0.659,4.755,2.313,1.669,73,100,34,84
3.846,0.744,0.436,2.119,2.701,3.958,39,100,56,92
2.291,0.64,0.335,3.888,3.777,1.874,88,59,67,82
3.88,0.598,0.094,2.042,4.998,4.962,54,100,91,96
4.489,0.948,0.084,3.465,3.665,3.744,58,100,92,86
2.897,0.928,0.953,3.135,1.078,2.451,57,60,5,79
3.76,0.404,0.483,3.084,2.333,4.324,52,100,52,96
1.761,0.807,0.686,3.291,1.871,1.823,71,41,31,78
3.229,0.107,0.627,3.689,4.338,1.791,89,83,37,93
1.951,0.1,0.501,4.646,2.268,2.473,91,68,50,96
1.193,0.735,0.83,1.41,2.363,2.62,53,37,17,84
2.405,0.652,0.362,1.29,2.472,4.677,33,83,64,96
3.498,0.588,0.724,3.439,2.237,1.313,64,72,28,80
2.97,0.588,0.298,4.655,1.114,3.723,68,88,70,94
2.118,0.965,0.698,1.719,3.898,1.355,64,40,30,71
1.81,0.446,0.263,1.768,3.61,3.742,55,71,74,96
4.839,0.329,0.938,2.39,2.226,1.713,41,100,6,88
4.85,0.614,0.889,2.259,1.92,3.881,34,100,11,94
1.869,0.808,0.334,2.889,4.009,2.239,78,51,67,80
2.596,0.379,0.71,1.186,4.731,4.085,60,83,29,96
4.638,0.756,0.226,2.918,2.808,1.153,42,95,77,75
1.234,0.644,0.097,2.632,3.315,4.367,67,64,90,96
3.261,0.74,0.975,2.092,1.756,4.157,44,84,3,93
1.272,0.414,0.263,1.854,2.759,1.5,52,44,74,85
2.833,0.128,0.819,3.447,1.221,3.483,61,87,18,96
2.297,0.939,0.628,4.138,3.896,2.702,99,56,37,80
2.356,0.8,0.593,4.103,2.907,1.281,88,49,41,75
3.554,0.909,0.025,2.172,1.218,4.305,19,100,98,90
4.789,0.768,0.633,3.228,4.277,1.44,69,94,37,76
4.037,0.116,0.067,4.79,4.798,2.484,94,100,93,96
1.824,0.781,0.746,4.619,2.283,4.853,97,66,25,96
2.79,0.446,0.596,3.186,4.969,2.836,90,77,40,92
4.243,0.88,0.154,3.732,2.51,4.788,54,100,85,94
3.373,0.304,0.493,4.512,1.386,3.503,69,97,51,96
3.304,0.553,0.348,4.808,1.819,4.298,76,99,65,96
1.13,0.65,0.091,1.75,1.22,4.828,33,65,91,96
3.922,0.663,0.912,4.606,2.427,1.965,85,81,9,82
4.497,0.284,0.124,3.898,2.733,4.406,56,100,88,96
1.024,0.686,0.195,1.125,3.805,3.278,52,49,80,89
3.473,0.432,0.798,2.609,2.265,2.246,53,82,20,89
2.056,0.369,0.913,3.376,2.022,4.805,76,77,9,96
3.081,0.439,0.961,1.206,1.924,4.984,33,94,4,96
2.216,0.159,0.429,1.976,3.84,4.365,61,87,57,96
1.362,0.187,0.131,3.731,3.443,1.871,86,56,87,92
1.06,0.648,0.743,3.795,2.264,4.346,90,51,26,96
2.764,0.557,0.206,3.277,3.041,1.386,65,68,79,81
1.306,0.092,0.64,4.011,4.277,4.19,100,68,36,96
4.335,0.81,0.435,2.892,2.82,4.281,48,100,57,92
1.635,0.107,0.174,2.568,1.576,1.127,47,56,83,89
4.023,0.595,0.174,1.022,4.41,1.255,32,89,83,79
4.135,0.084,0.476,3.138,2.84,4.608,55,100,52,96
2.411,0.533,0.114,2.186,3.732,1.718,55,66,89,83
2.88,0.678,0.34,2.966,3.322,1.512,64,66,66,79
3.967,0.444,0.098,2.781,1.884,3.848,34,100,90,96
3.093,0.518,0.636,3.438,4.975,1.374,93,68,36,82
2.564,0.525,0.691,3.583,4.022,4.748,91,85,31,96
3.409,0.535,0.945,3.617,1.943,2.084,69,75,6,85
3.842,0.34,0.814,2.578,4.155,4.964,68,100,19,96
4.116,0.122,0.97,2.675,2.589,3.661,55,100,3,96
1.991,0.454,0.535,3.458,4.146,2.903,92,64,47,92
1.828,0.267,0.987,2.472,2.308,3.146,68,60,1,96
3.353,0.695,0.571,2.217,3.204,4.46,52,95,43,96
1.166,0.79,0.692,2.339,4.193,1.453,84,28,31,76
3.469,0.939,0.312,4.852,2.89,2.834,85,82,69,81
4.998,0.667,0.712,4.834,2.324,4.004,75,100,29,94
1.669,0.98,0.131,3.229,3.513,1.109,76,38,87,70
1.268,0.202,0.993,1.502,4.86,4.853,82,65,1,96
4.244,0.562,0.711,2.738,2.073,3.105,45,100,29,91
4.438,0.376,0.48,3.774,1.656,1.996,51,100,52,89
4.492,0.755,0.892,4.59,2.118,2.798,77,96,11,85
1.163,0.579,0.42,4.115,3.998,1.561,100,37,58,81
2.937,0.915,0.349,1.399,2.195,1.583,28,63,65,74
1.679,0.549,0.631,4.607,4.566,2.862,100,54,37,90
2.917,0.16,0.879,1.165,4.473,2.758,58,81,12,96
2.997,0.437,0.567,3.221,2.189,3.095,61,83,43,94
4.689,0.204,0.348,4.697,4.277,4.943,87,100,65,96
2.229,0.318,0.575,2.345,1.866,2.11,50,64,42,90
2.715,0.853,0.662,1.935,4.465,3.25,67,69,34,85
1.984,0.287,0.519,1.821,4.741,3.588,71,73,48,96
4.346,0.542,0.429,3.296,4.43,3.358,71,100,57,93
2.237,0.413,0.524,4.825,2.124,3.426,91,73,48,96
4.427,0.338,0.059,4.896,2.791,4.85,72,100,94,96
1.632,0.68,0.033,4.521,3.759,4.495,98,72,97,96
1.021,0.704,0.183,1.719,2.919,2.077,52,39,82,82
1.319,0.835,0.637,2.959,1.297,4.606,63,55,36,94
2.19,0.118,0.34,2.896,4.91,3.576,85,83,66,96
1.633,0.497,0.845,1.144,4.349,4.124,66,62,16,96
2.026,0.231,0.252,1.117,3.317,2.903,40,73,75,96
2.965,0.218,0.324,4.297,1.927,2.329,71,85,68,94
2.004,0.495,0.229,3.002,1.33,4.322,50,79,77,96
1.622,0.194,0.595,3.117,4.575,2.16,95,56,40,94
1.013,0.142,0.23,4.373,4.773,2.933,100,57,77,96
4.88,0.842,0.757,4.857,4.613,3.678,100,100,24,88
3.464,0.936,0.817,1.966,2.215,4.361,42,87,18,90
2.431,0.094,0.988,1.049,1.368,4.166,31,83,1,96
2.386,0.899,0.635,3.15,4.555,3.633,90,65,36,87
4.424,0.984,0.685,3.001,2.363,4.495,50,100,31,90
1.326,0.514,0.797,1.131,1.049,4.612,34,60,20,96
4.491,0.487,0.864,1.789,1.644,2.841,26,100,14,91
4.318,0.089,0.123,4.998,4.802,1.317,96,100,88,91
1.375,0.711,0.149,1.361,3.711,3.81,51,59,85,92
2.955,0.169,0.422,3.84,3.766,3.903,84,97,58,96
2.67,0.451,0.689,3.077,2.089,1.084,63,59,31,81
1.567,0.806,0.401,1.827,1.453,3.399,39,54,60,87
4.466,0.643,0.161,3.114,1.748,1.427,35,97,84,79
1.538,0.21,0.969,1.971,2.486,1.637,63,45,3,90
1.744,0.878,0.164,4.318,4.597,1.288,100,42,84,73
1.749,0.125,0.225,1.615,1.624,3.823,33,78,78,96
4.724,1.0,0.835,1.655,4.985,4.072,55,100,17,87
3.343,0.671,0.0,3.929,2.015,3.233,56,93,100,89
4.171,0.842,0.757,4.828,4.782,2.763,100,90,24,83
1.64,0.792,0.959,2.814,2.369,2.504,75,41,4,82
3.568,0.856,0.266,1.399,2.228,1.471,21,75,73,75
2.26,0.919,0.5,2.231,4.009,2.653,68,57,50,80
2.454,0.695,0.879,3.661,3.83,3.15,95,64,12,88
2.97,0.458,0.146,4.794,4.338,4.823,99,100,85,96
2.228,0.285,0.616,3.165,3.146,3.326,77,74,38,96
3.486,0.107,0.818,3.578,3.095,1.993,77,87,18,95
4.97,0.665,0.054,3.553,1.183,2.463,30,100,95,85
1.947,0.765,0.075,3.447,4.627,4.15,87,72,93,93
3.368,0.922,0.393,1.153,4.73,3.091,47,82,61,83
3.805,0.337,0.195,3.287,3.419,1.066,60,89,80,84
1.495,0.863,0.765,1.873,2.514,3.158,58,44,24,85
4.417,0.798,0.062,2.706,2.869,3.93,38,100,94,91
2.98,0.515,0.821,3.908,2.414,3.059,79,77,18,92
1.499,0.572,0.544,4.925,2.401,1.796,100,43,46,83
2.939,0.17,0.062,2.624,2.805,4.381,48,100,94,96
4.076,0.255,0.675,2.543,2.387,1.002,45,88,32,85
1.023,0.982,0.173,4.457,1.964,4.707,86,54,83,91
4.511,0.111,0.244,1.902,2.603,4.632,25,100,76,96
4.828,0.407,0.444,3.494,2.895,2.921,55,100,56,93
1.311,0.91,0.404,4.805,2.133,3.932,96,51,60,88
3.921,0.452,0.784,2.999,1.059,1.427,43,83,22,83
3.086,0.353,0.717,3.745,1.813,1.19,68,69,28,84
1.865,0.1,0.976,1.068,1.892,2.823,41,62,2,96
3.444,0.307,0.27,4.748,3.047,4.517,84,100,73,96
3.141,0.221,0.566,4.401,1.274,1.688,69,79,43,90
3.684,0.313,0.504,4.007,2.266,3.202,67,100,50,96
3.264,0.199,0.135,1.285,2.721,4.591,24,100,87,96
3.279,0.557,0.715,4.868,3.634,4.23,100,93,29,96
1.721,0.719,0.181,4.342,3.891,1.738,98,49,82,79
1.347,0.227,0.538,4.045,3.038,3.597,95,62,46,96
4.857,0.132,0.945,3.703,4.085,1.563,80,100,6,91
3.475,0.976,0.131,2.739,2.432,4.923,43,100,87,93
1.601,0.766,0.924,2.181,4.7,3.021,88,45,8,86
3.996,0.773,0.848,3.02,1.651,1.749,50,79,15,78
2.131,0.396,0.448,3.904,1.361,2.311,68,64,55,90
2.685,0.282,0.766,2.038,1.063,2.893,37,77,23,96
3.199,0.7,0.56,3.714,3.629,4.761,81,94,44,96
2.928,0.951,0.251,4.48,1.733,4.172,71,84,75,89
1.006,0.472,0.763,4.404,3.613,4.542,100,55,24,96
1.849,0.7,0.707,4.459,2.891,3.422,100,57,29,90
3.73,0.949,0.71,2.282,4.234,3.168,63,84,29,83
2.322,0.453,0.92,4.496,1.935,2.2,91,59,8,88
1.118,0.196,0.568,1.767,4.906,4.226,80,64,43,96
3.971,0.128,0.397,4.929,2.262,2.653,78,100,60,96
4.336,0.334,0.529,4.472,4.356,3.275,91,100,47,96
3.93,0.814,0.618,4.33,1.153,3.472,62,94,38,88
1.218,0.869,0.374,4.292,1.637,2.857,83,42,63,83
4.918,0.603,0.378,2.692,1.586,2.09,27,100,62,84
4.83,0.479,0.142,3.845,4.621,1.388,72,100,86,83
4.726,0.99,0.413,3.529,2.965,4.374,57,100,59,89
2.88,0.186,0.332,3.182,3.849,4.956,73,100,67,96
3.989,0.718,0.615,4.192,2.997,3.131,77,94,39,88
2.856,0.583,0.343,1.762,2.189,4.395,34,91,66,96
3.321,0.85,0.713,1.336,4.275,4.861,52,92,29,95
1.752,0.255,0.573,1.704,3.999,4.442,65,75,43,96
2.483,0.318,0.16,3.939,2.04,2.789,67,80,84,95
4.843,0.855,0.462,4.883,3.579,4.832,84,100,54,95
4.694,0.216,0.999,1.405,4.787,3.669,53,100,0,96
3.896,0.74,0.305,3.925,4.493,1.473,83,83,69,77
2.925,0.528,0.145,3.585,2.237,2.503,59,81,85,88
2.846,0.834,0.902,1.298,2.053,1.264,37,52,10,74
3.993,0.89,0.878,3.899,2.394,4.751,72,100,12,93
2.095,0.382,0.483,4.255,4.849,2.582,100,65,52,92
1.175,0.137,0.172,2.635,4.34,1.298,80,48,83,90
4.949,0.279,0.662,1.065,4.14,4.065,32,100,34,96
3.759,0.325,0.788,1.652,3.544,1.327,48,82,21,86
1.807,0.186,0.37,2.237,2.461,3.006,53,69,63,96
4.032,0.562,0.806,2.899,2.097,2.351,51,90,19,86
2.076,0.232,0.97,1.607,2.148,3.203,50,66,3,96
2.345,0.253,0.731,3.073,4.556,2.663,91,70,27,95
3.577,0.089,0.269,2.53,1.958,4.42,37,100,73,96
1.425,0.586,0.83,3.053,2.623,4.541,80,59,17,96
4.858,0.96,0.832,3.869,3.595,2.988,76,100,17,81
1.457,0.788,0.163,3.626,3.278,3.225,82,54,84,87
1.07,0.299,0.709,3.499,3.788,3.295,99,51,29,96
2.8,0.693,0.102,4.29,3.749,1.658,86,69,90,79
2.333,0.654,0.229,4.16,1.139,2.26,64,64,77,84
2.356,0.876,0.565,3.722,4.153,3.913,94,69,43,89
1.487,0.562,0.83,4.406,1.395,1.021,89,33,17,78
1.235,0.72,0.341,2.317,3.969,3.094,74,48,66,87
2.853,0.893,0.974,1.432,3.755,4.017,57,72,3,89
1.43,0.955,0.951,3.626,4.93,3.537,100,42,5,85
4.795,0.774,0.863,2.795,1.744,4.787,41,100,14,96
1.039,0.838,0.83,4.569,2.506,3.495,100,39,17,87
1.736,0.794,0.003,4.87,2.929,4.568,93,72,100,95
2.425,0.469,0.936,4.637,3.781,1.782,100,56,6,85
3.666,0.617,0.786,2.247,4.591,1.08,68,72,21,78
1.548,0.433,0.14,2.383,2.907,1.858,58,53,86,86
2.153,0.435,0.458,1.456,1.1,4.692,26,82,54,96
2.431,0.822,0.31,2.437,4.701,2.96,73,67,69,84
2.085,0.868,0.985,2.204,4.859,4.237,87,61,2,91
3.551,0.14,0.584,4.565,1.372,4.954,70,100,42,96
4.564,0.371,0.239,4.134,3.968,3.098,74,100,76,95
3.452,0.926,0.134,3.629,2.588,2.299,59,80,87,78
4.231,0.65,0.987,1.471,1.663,4.216,26,100,1,96
2.825,0.748,0.981,4.32,2.705,1.311,93,53,2,76
4.019,0.863,0.443,3.689,2.213,1.235,58,79,56,73
2.147,0.301,0.286,4.451,1.295,1.198,73,60,71,85
4.238,0.325,0.021,2.604,4.779,4.377,56,100,98,96
4.746,0.427,0.086,4.952,4.96,2.963,93,100,91,93
1.66,0.134,0.848,1.523,2.809,2.984,56,61,15,96
3.502,0.275,0.644,4.516,1.202,1.683,69,83,36,89
3.293,0.606,0.997,1.639,4.558,4.417,65,89,0,96
4.463,0.283,0.702,1.934,4.797,1.344,57,97,30,87
3.981,0.683,0.52,1.867,4.115,4.864,50,100,48,96
4.268,0.742,0.063,1.752,1.212,4.972,7,100,94,96
2.284,0.477,0.479,4.098,2.864,3.299,86,72,52,94
3.46,0.782,0.735,3.404,3.601,1.287,78,67,26,75
4.272,0.102,0.994,3.73,1.818,1.133,64,92,1,89
2.11,0.31,0.024,1.486,4.44,1.579,52,65,98,88
1.089,0.392,0.527,1.327,4.994,1.214,73,35,47,83
1.311,0.38,0.992,2.703,3.259,3.145,85,49,1,95
2.427,0.653,0.027,3.588,2.871,3.438,67,78,97,91
1.02,0.525,0.448,1.501,2.845,4.637,53,60,55,96
3.935,0.733,0.434,3.689,4.527,3.724,81,100,57,91
2.49,0.265,0.488,2.676,3.061,3.478,63,82,51,96
4.002,0.163,0.808,4.013,3.684,4.323,85,100,19,96
3.554,0.298,0.735,1.434,3.499,1.23,44,79,26,86
1.729,0.709,0.914,1.402,3.769,3.427,65,52,9,90
4.773,0.49,0.829,4.2,2.652,1.013,72,94,17,80
1.712,0.971,0.06,1.476,4.73,2.081,58,47,94,76
2.297,0.573,0.075,1.83,2.766,1.331,40,60,92,80
1.773,0.139,0.047,4.304,3.291,1.047,89,59,95,88
1.875,0.329,0.662,2.446,3.731,2.196,75,57,34,91
3.18,0.356,0.262,3.476,2.701,2.088,62,84,74,90
1.465,0.111,0.417,2.892,2.152,2.736,64,62,58,96
2.045,0.194,0.306,4.341,4.97,3.391,100,77,69,96
3.667,0.99,0.058,3.283,1.266,3.043,37,90,94,81
4.109,0.792,0.327,4.687,1.209,3.154,61,99,67,86
2.133,0.799,0.637,4.33,1.968,2.009,85,50,36,79
1.321,0.747,0.609,1.832,2.447,3.8,55,51,39,91
4.557,0.086,0.728,3.313,4.128,2.29,72,100,27,96
3.033,0.522,0.463,3.301,3.796,2.203,76,76,54,86
3.47,0.281,0.709,2.406,2.318,4.776,48,100,29,96
3.006,0.928,0.325,1.923,2.588,2.769,39,73,67,81
1.244,0.259,0.735,1.943,4.654,1.017,82,37,27,85
3.053,0.712,0.862,4.995,1.032,4.255,83,83,14,95
4.549,0.7,0.246,2.871,4.757,4.433,62,100,75,96
3.084,0.319,0.713,3.215,3.624,1.853,77,75,29,89
3.177,0.295,0.476,4.019,2.862,2.273,77,84,52,92
1.963,0.289,0.627,3.57,2.532,3.785,79,72,37,96
2.129,0.805,0.449,3.055,3.078,1.17,72,46,55,74
1.834,0.232,0.337,2.78,3.143,2.872,68,68,66,96
3.101,0.524,0.75,3.261,2.886,4.474,71,92,25,96
2.407,0.299,0.014,3.299,3.511,2.146,69,76,99,91
4.306,0.774,0.216,4.002,1.44,2.455,48,99,78,82
3.965,0.112,0.247,3.787,4.389,1.568,78,100,75,92
3.764,0.118,0.303,4.954,4.686,4.054,100,100,70,96
3.291,0.967,0.477,2.051,4.245,1.718,58,67,52,74
4.179,0.171,0.359,1.771,2.934,4.009,31,100,64,96
2.989,0.646,0.176,2.511,2.644,3.128,46,84,82,89
1.27,0.959,0.923,4.209,1.141,1.436,87,22,8,72
1.012,0.611,0.019,1.436,2.589,4.259,41,61,98,96
1.538,0.897,0.65,4.383,1.297,4.108,84,54,35,89
4.494,0.947,0.404,1.23,1.192,2.754,4,98,60,80
2.439,0.545,0.64,2.442,1.811,1.73,50,59,36,83
1.76,0.802,0.801,1.999,4.958,2.517,83,45,20,82
3.449,0.515,0.946,2.382,3.044,4.286,60,94,5,96
3.412,0.208,0.031,4.587,1.852,3.203,65,100,97,96
1.487,0.194,0.157,2.004,3.051,2.543,54,63,84,96
4.232,0.703,0.722,4.125,4.887,1.329,95,83,28,77
4.38,0.834,0.316,3.758,3.098,2.652,62,99,68,82
3.04,0.611,0.188,1.21,3.822,2.131,37,78,81,84
1.814,0.676,0.98,4.043,2.529,4.441,95,62,2,96
1.352,0.674,0.445,2.167,4.593,3.161,79,51,56,89
3.937,0.161,0.594,2.975,4.876,2.401,77,100,41,96
2.359,0.315,0.334,3.612,2.751,3.266,73,79,67,96
3.273,0.571,0.999,1.76,3.741,3.522,59,83,0,93
4.243,0.592,0.339,3.041,3.072,1.217,52,90,66,79
1.063,0.282,0.23,1.343,1.166,4.848,29,70,77,96
4.862,0.399,0.679,3.403,1.248,3.21,42,100,32,95
1.934,0.598,0.608,3.729,1.232,1.491,69,47,39,80
4.07,0.998,0.211,3.451,4.645,1.321,73,81,79,70
4.241,0.225,0.333,3.875,2.824,4.975,63,100,67,96
3.063,0.649,0.703,4.116,1.387,2.565,69,74,30,86
2.262,0.598,0.452,3.563,2.49,2.988,73,67,55,89
3.118,0.398,0.998,2.655,1.571,2.065,53,72,0,88
1.514,0.554,0.977,4.694,3.513,4.131,100,56,2,96
2.805,0.925,0.38,1.406,1.326,3.267,21,73,62,84
4.77,0.781,0.989,1.409,3.795,4.105,42,100,1,92
4.052,0.543,0.526,1.349,4.338,4.911,43,100,47,96
1.144,0.63,0.802,1.888,1.784,4.372,55,52,20,96
1.88,0.597,0.219,2.421,4.742,1.306,75,50,78,79
4.346,0.817,0.018,1.602,1.274,4.834,4,100,98,96
4.659,0.76,0.555,4.361,4.599,4.634,90,100,45,96
2.108,0.516,0.437,2.073,1.214,3.288,37,69,56,93
4.658,0.168,0.106,4.256,2.642,3.207,59,100,89,96
2.578,0.128,0.21,1.04,3.153,1.029,32,71,79,88
3.249,0.493,0.845,4.924,1.169,2.57,81,78,15,89
4.775,0.418,0.7,2.822,1.303,4.558,34,100,30,96
3.766,0.279,0.242,1.908,2.879,1.597,34,93,76,88
2.798,0.544,0.148,4.535,3.365,3.644,87,87,85,95
4.214,0.685,0.627,4.461,3.722,2.425,87,93,37,84
4.445,0.763,0.467,2.198,3.915,1.062,48,87,53,74
4.908,0.783,0.852,2.11,4.593,1.396,57,92,15,76
2.524,0.907,0.079,4.456,3.941,4.113,92,79,92,89
4.192,0.111,0.582,2.663,4.303,1.663,64,100,42,92
2.35,0.838,0.634,2.013,3.049,2.229,57,55,37,80
3.783,0.602,0.003,4.173,2.443,4.905,61,100,100,96
2.184,0.692,0.38,1.279,2.626,1.616,37,54,62,79
2.589,0.985,0.432,2.305,2.679,1.173,52,50,57,70
2.474,0.946,0.945,3.444,4.685,2.526,100,53,5,79
2.876,0.723,0.585,1.015,4.069,2.115,46,67,42,81
1.403,0.589,0.631,2.135,2.706,2.193,63,43,37,85
4.982,0.437,0.089,2.634,1.294,3.798,17,100,91,96
2.988,0.166,0.16,4.401,2.16,1.627,71,83,84,91
2.186,0.546,0.195,1.198,2.161,2.104,27,63,81,85
2.238,0.932,0.939,2.457,3.5,4.612,75,66,6,92
3.416,0.574,0.975,1.638,1.075,1.465,29,69,3,81
4.773,0.66,0.267,4.254,4.687,2.116,82,100,73,83
2.13,0.183,0.925,2.051,3.712,4.577,71,80,8,96
1.989,0.921,0.567,1.039,1.527,2.108,27,46,43,77
4.234,0.655,0.472,2.994,1.059,2.84,34,100,53,87
4.823,0.291,0.075,3.901,4.529,3.274,71,100,93,96
4.404,0.939,0.228,2.343,2.224,4.64,29,100,77,92
3.244,0.124,0.287,3.381,3.857,4.781,72,100,71,96
3.987,0.342,0.035,2.351,1.493,3.02,21,100,97,95
3.153,0.326,0.039,1.127,1.616,2.559,10,92,96,93
2.637,0.596,0.12,3.079,4.881,3.216,79,80,88,91
2.862,0.553,0.587,1.735,3.306,2.132,50,70,41,85
4.085,0.101,0.725,1.513,4.609,2.57,52,100,27,96
2.286,0.454,0.863,1.329,4.968,3.416,70,68,14,95
1.04,0.137,0.014,3.892,2.188,4.131,76,71,99,96
1.263,0.579,0.345,1.283,4.898,4.595,66,64,65,96
4.215,0.469,0.228,1.153,1.132,4.714,1,100,77,96
3.892,0.381,0.109,2.799,4.739,2.269,63,100,89,90
1.744,0.842,0.575,4.542,4.092,1.632,100,40,42,76
1.442,0.32,0.229,3.7,1.574,1.907,68,53,77,89
1.775,0.674,0.811,4.262,1.285,2.397,83,47,19,84
3.293,0.529,0.958,3.95,3.64,4.786,92,94,4,96
3.98,0.544,0.613,1.319,2.207,1.316,24,84,39,81
4.702,0.322,0.447,2.054,2.002,2.454,24,100,55,92
2.285,0.537,0.451,2.956,2.432,4.26,62,79,55,96
2.009,0.353,0.552,4.316,1.117,2.167,75,60,45,90
1.881,0.93,0.983,3.255,2.067,4.99,77,62,2,94
1.869,0.957,0.787,3.931,4.54,2.829,100,46,21,80
4.385,0.715,0.497,4.678,2.212,2.706,72,100,50,85
2.572,0.795,0.868,3.128,1.752,2.053,64,55,13,79
