pattern_label,entry_emotion,entry_sentiment,dominant_trigger,time_bucket,mood_swing_index,pattern_confidence
Emotional Drift,surprise,neutral,health_sleep,Afternoon,0.328,56
Emotional Drift,joy,neutral,relationships,Evening,0.173,87
Emotional Drift,anger,positive,social_media,Late Night,0.645,81
Emotional Drift,fear,negative,relationships,Afternoon,0.47,69
Emotional Drift,surprise,positive,work_studies,Afternoon,0.242,81
Emotional Drift,sadness,positive,health_sleep,Late Night,0.347,74
Emotional Drift,joy,neutral,relationships,Evening,0.191,63
Emotional Drift,surprise,neutral,time_pressure,Late Night,0.923,64
Emotional Drift,love,positive,time_pressure,Morning,0.706,81
Emotional Drift,love,positive,relationships,Late Night,0.179,74
Emotional Drift,fear,negative,social_media,Late Night,0.663,87
Emotional Drift,sadness,positive,time_pressure,Evening,0.755,64
Emotional Drift,joy,negative,relationships,Late Night,0.117,95
Emotional Drift,fear,negative,social_media,Afternoon,0.895,84
Emotional Drift,joy,negative,health_sleep,Morning,0.273,81
Emotional Drift,sadness,neutral,work_studies,Late Night,0.976,72
Emotional Drift,love,positive,growth_positive,Late Night,0.513,69
Emotional Drift,joy,positive,work_studies,Afternoon,0.514,77
Emotional Drift,love,negative,time_pressure,Afternoon,0.976,86
Emotional Drift,anger,positive,growth_positive,Morning,0.531,90
Emotional Drift,anger,neutral,work_studies,Late Night,0.688,71
Emotional Drift,fear,neutral,relationships,Late Night,0.121,93
Emotional Drift,joy,negative,time_pressure,Evening,0.349,61
Emotional Drift,anger,negative,social_media,Late Night,0.208,71
Emotional Drift,sadness,neutral,health_sleep,Afternoon,0.347,90
Emotional Drift,sadness,positive,social_media,Late Night,0.574,82
Emotional Drift,sadness,positive,health_sleep,Evening,0.866,72
Emotional Drift,surprise,positive,health_sleep,Morning,0.301,96
Emotional Drift,sadness,neutral,social_media,Late Night,0.931,86
Emotional Drift,surprise,neutral,growth_positive,Late Night,0.297,75
Emotional Drift,love,neutral,growth_positive,Late Night,0.147,91
Emotional Drift,surprise,positive,social_media,Evening,0.545,89
Emotional Drift,anger,neutral,social_media,Afternoon,0.372,70
Emotional Drift,sadness,neutral,social_media,Morning,0.793,61
Emotional Drift,love,negative,growth_positive,Morning,0.657,78
Emotional Drift,joy,negative,time_pressure,Morning,0.729,86
Emotional Drift,joy,negative,relationships,Evening,0.61,75
Emotional Drift,joy,negative,health_sleep,Late Night,0.214,70
Emotional Drift,fear,neutral,work_studies,Late Night,0.834,90
Emotional Drift,sadness,negative,health_sleep,Late Night,0.355,56
Emotional Drift,fear,neutral,growth_positive,Evening,0.613,71
Emotional Drift,fear,negative,health_sleep,Morning,0.396,85
Emotional Drift,sadness,negative,social_media,Evening,0.443,80
Emotional Drift,anger,negative,time_pressure,Evening,0.293,87
Emotional Drift,love,neutral,time_pressure,Afternoon,0.104,83
Emotional Drift,joy,positive,relationships,Late Night,0.469,58
Emotional Drift,surprise,neutral,relationships,Afternoon,0.22,81
Emotional Drift,surprise,positive,health_sleep,Evening,0.537,67
Emotional Drift,joy,negative,health_sleep,Morning,0.455,56
Emotional Drift,surprise,neutral,work_studies,Morning,0.753,83
Emotional Drift,surprise,positive,time_pressure,Late Night,0.606,75
Emotional Drift,anger,neutral,social_media,Morning,0.734,56
Emotional Drift,sadness,neutral,work_studies,Morning,0.339,56
Emotional Drift,love,positive,relationships,Evening,0.814,61
Emotional Drift,fear,negative,health_sleep,Afternoon,0.309,92
Emotional Drift,fear,positive,relationships,Afternoon,0.387,70
Emotional Drift,sadness,negative,time_pressure,Morning,0.293,59
Emotional Drift,love,positive,health_sleep,Late Night,0.407,63
Emotional Drift,anger,negative,time_pressure,Late Night,0.413,66
Emotional Drift,fear,negative,health_sleep,Late Night,0.933,86
Emotional Drift,surprise,neutral,time_pressure,Evening,0.224,74
Emotional Drift,sadness,positive,time_pressure,Morning,0.788,93
Emotional Drift,joy,negative,social_media,Evening,0.74,76
Emotional Drift,love,neutral,health_sleep,Late Night,0.296,74
Emotional Drift,surprise,neutral,relationships,Evening,0.834,57
Emotional Drift,anger,neutral,health_sleep,Late Night,0.429,96
Emotional Drift,surprise,neutral,relationships,Morning,0.348,95
Emotional Drift,anger,neutral,work_studies,Morning,0.739,62
Emotional Drift,joy,positive,work_studies,Late Night,0.833,65
Emotional Drift,fear,neutral,growth_positive,Morning,0.416,94
Emotional Drift,anger,negative,work_studies,Afternoon,0.544,92
Emotional Drift,sadness,negative,growth_positive,Late Night,0.483,92
Emotional Drift,anger,neutral,growth_positive,Morning,0.685,67
Emotional Drift,fear,neutral,work_studies,Afternoon,0.622,86
Emotional Drift,surprise,positive,growth_positive,Morning,0.797,66
Emotional Drift,surprise,negative,relationships,Late Night,0.141,77
Emotional Drift,joy,negative,social_media,Late Night,0.477,74
Emotional Drift,joy,positive,health_sleep,Late Night,0.537,61
Emotional Drift,fear,positive,time_pressure,Afternoon,0.785,92
Emotional Drift,love,negative,work_studies,Evening,0.907,85
Emotional Drift,love,neutral,health_sleep,Evening,0.426,81
Emotional Drift,joy,positive,social_media,Afternoon,0.782,74
Emotional Drift,joy,neutral,health_sleep,Late Night,0.759,63
Emotional Drift,fear,neutral,relationships,Morning,0.44,86
Emotional Drift,joy,neutral,social_media,Late Night,0.13,73
Emotional Drift,love,positive,growth_positive,Late Night,0.698,85
Emotional Drift,surprise,positive,work_studies,Afternoon,0.531,78
Emotional Drift,surprise,neutral,time_pressure,Evening,0.9,64
Emotional Drift,surprise,positive,relationships,Morning,0.127,57
Emotional Drift,love,neutral,relationships,Afternoon,0.451,93
Emotional Drift,fear,neutral,work_studies,Late Night,0.404,77
Emotional Drift,anger,neutral,growth_positive,Afternoon,0.256,68
Emotional Drift,fear,positive,time_pressure,Evening,0.273,74
Emotional Drift,fear,positive,social_media,Late Night,0.621,69
Emotional Drift,sadness,positive,relationships,Afternoon,0.617,92
Emotional Drift,anger,neutral,time_pressure,Morning,0.77,83
Emotional Drift,surprise,positive,social_media,Evening,0.833,89
Emotional Drift,surprise,neutral,work_studies,Afternoon,0.489,93
Emotional Drift,surprise,neutral,growth_positive,Morning,0.931,92
Emotional Drift,anger,positive,growth_positive,Afternoon,0.434,74
Emotional Drift,fear,positive,relationships,Late Night,0.284,57
Emotional Drift,sadness,negative,relationships,Evening,0.849,92
Emotional Drift,surprise,neutral,relationships,Afternoon,0.138,91
Emotional Drift,anger,positive,growth_positive,Late Night,0.877,81
Emotional Drift,surprise,negative,time_pressure,Morning,0.399,85
Emotional Drift,joy,neutral,social_media,Late Night,0.206,57
Emotional Drift,fear,neutral,relationships,Late Night,0.724,85
Emotional Drift,joy,positive,work_studies,Morning,0.891,96
Emotional Drift,love,negative,social_media,Evening,0.244,63
Emotional Drift,surprise,negative,relationships,Morning,0.856,91
Emotional Drift,anger,positive,relationships,Morning,0.548,84
Emotional Drift,joy,positive,social_media,Afternoon,0.229,70
Emotional Drift,joy,negative,health_sleep,Afternoon,0.438,59
Emotional Drift,sadness,positive,growth_positive,Morning,0.119,61
Emotional Drift,love,negative,social_media,Evening,0.933,88
Emotional Drift,surprise,neutral,time_pressure,Evening,0.659,56
Emotional Drift,sadness,positive,relationships,Late Night,0.499,78
Emotional Drift,fear,negative,health_sleep,Late Night,0.703,62
Emotional Drift,anger,positive,health_sleep,Afternoon,0.449,77
Emotional Drift,fear,positive,growth_positive,Morning,0.662,87
Emotional Drift,anger,neutral,growth_positive,Late Night,0.172,90
Emotional Drift,joy,positive,social_media,Afternoon,0.819,91
Emotional Drift,love,neutral,relationships,Afternoon,0.528,63
Emotional Drift,joy,positive,social_media,Afternoon,0.669,96
Emotional Drift,joy,neutral,growth_positive,Evening,0.901,85
Emotional Drift,anger,neutral,health_sleep,Morning,0.973,94
Emotional Drift,surprise,negative,health_sleep,Morning,0.333,80
Emotional Drift,love,positive,social_media,Afternoon,0.148,72
Emotional Drift,joy,positive,social_media,Afternoon,0.397,81
Emotional Drift,love,neutral,growth_positive,Afternoon,0.26,71
Emotional Drift,surprise,neutral,growth_positive,Evening,0.429,95
Emotional Drift,fear,neutral,social_media,Late Night,0.896,60
Emotional Drift,anger,negative,social_media,Late Night,0.997,55
Emotional Drift,anger,neutral,work_studies,Morning,0.427,81
Emotional Drift,surprise,negative,social_media,Evening,0.382,94
Emotional Drift,sadness,positive,social_media,Morning,0.862,61
Emotional Drift,surprise,positive,relationships,Late Night,0.325,88
Emotional Drift,surprise,neutral,work_studies,Late Night,0.997,89
Emotional Drift,love,neutral,work_studies,Late Night,0.148,84
Emotional Drift,fear,positive,work_studies,Afternoon,0.657,66
Emotional Drift,sadness,neutral,health_sleep,Morning,0.672,55
Emotional Drift,sadness,positive,relationships,Afternoon,0.276,88
Emotional Drift,anger,positive,time_pressure,Morning,0.61,63
Emotional Drift,sadness,negative,time_pressure,Morning,0.495,93
Emotional Drift,joy,neutral,relationships,Morning,0.46,61
Emotional Drift,love,negative,growth_positive,Late Night,0.303,56
Emotional Drift,sadness,negative,work_studies,Late Night,0.912,62
Emotional Drift,anger,neutral,growth_positive,Late Night,0.134,68
Emotional Drift,fear,neutral,growth_positive,Evening,0.799,78
Emotional Drift,fear,neutral,growth_positive,Late Night,0.698,82
Emotional Drift,surprise,positive,work_studies,Evening,0.208,68
Emotional Drift,surprise,positive,growth_positive,Afternoon,0.655,68
Emotional Drift,sadness,positive,growth_positive,Afternoon,0.627,86
Emotional Drift,surprise,neutral,work_studies,Morning,0.144,56
Emotional Drift,fear,negative,work_studies,Evening,0.848,80
Emotional Drift,sadness,negative,social_media,Evening,0.487,88
Emotional Drift,surprise,positive,work_studies,Morning,0.621,93
Emotional Drift,love,negative,health_sleep,Evening,0.581,66
Emotional Drift,love,positive,relationships,Evening,0.11,78
Emotional Drift,fear,positive,health_sleep,Late Night,0.67,67
Emotional Drift,joy,negative,time_pressure,Afternoon,0.716,92
Emotional Drift,fear,positive,health_sleep,Afternoon,0.529,92
Emotional Drift,joy,negative,relationships,Afternoon,0.698,89
Emotional Drift,love,negative,relationships,Afternoon,0.184,82
Emotional Drift,joy,negative,social_media,Late Night,0.784,57
Emotional Drift,love,positive,health_sleep,Afternoon,0.108,86
Emotional Drift,fear,positive,time_pressure,Afternoon,0.636,87
Emotional Drift,fear,negative,work_studies,Evening,0.422,64
Emotional Drift,surprise,neutral,health_sleep,Evening,0.912,78
Emotional Drift,surprise,neutral,social_media,Morning,0.226,75
Emotional Drift,fear,negative,social_media,Evening,0.561,67
Emotional Drift,love,negative,health_sleep,Evening,0.192,56
Emotional Drift,love,neutral,time_pressure,Late Night,0.368,84
Emotional Drift,sadness,neutral,growth_positive,Evening,0.717,60
Emotional Drift,love,neutral,relationships,Evening,0.307,72
Emotional Drift,anger,positive,relationships,Evening,0.251,88
Emotional Drift,surprise,negative,health_sleep,Morning,0.364,62
Emotional Drift,joy,neutral,work_studies,Morning,0.975,78
Emotional Drift,anger,neutral,growth_positive,Late Night,0.763,72
Emotional Drift,sadness,positive,growth_positive,Afternoon,0.81,61
Emotional Drift,sadness,positive,relationships,Afternoon,0.472,65
Emotional Drift,love,neutral,growth_positive,Afternoon,0.438,62
Emotional Drift,love,negative,time_pressure,Evening,0.745,77
Emotional Drift,surprise,negative,work_studies,Afternoon,0.414,79
Emotional Drift,joy,neutral,time_pressure,Afternoon,0.618,94
Emotional Drift,fear,negative,work_studies,Late Night,0.943,80
Emotional Drift,surprise,neutral,growth_positive,Evening,0.521,55
Emotional Drift,fear,negative,social_media,Evening,0.624,66
Emotional Drift,joy,positive,health_sleep,Afternoon,0.431,87
Emotional Drift,surprise,negative,time_pressure,Afternoon,0.535,66
Emotional Drift,joy,negative,social_media,Late Night,0.125,59
Emotional Drift,sadness,neutral,time_pressure,Late Night,0.73,62
Emotional Drift,fear,positive,social_media,Afternoon,0.293,85
Emotional Drift,love,negative,work_studies,Afternoon,0.885,56
Emotional Drift,sadness,neutral,time_pressure,Morning,0.699,60
Emotional Drift,sadness,positive,health_sleep,Late Night,0.627,60
Emotional Drift,love,negative,growth_positive,Afternoon,0.804,70
Emotional Drift,fear,negative,health_sleep,Late Night,0.791,65
Emotional Drift,joy,neutral,growth_positive,Late Night,0.143,66
Emotional Drift,joy,neutral,work_studies,Afternoon,0.714,59
Emotional Drift,fear,neutral,relationships,Evening,0.981,84
Emotional Drift,love,negative,social_media,Afternoon,0.33,93
Emotional Drift,sadness,positive,health_sleep,Morning,0.503,95
Emotional Drift,anger,neutral,growth_positive,Evening,0.714,85
Emotional Drift,surprise,negative,work_studies,Evening,0.229,55
Emotional Drift,sadness,positive,relationships,Late Night,0.437,74
Emotional Drift,surprise,neutral,growth_positive,Morning,0.815,60
Emotional Drift,fear,negative,time_pressure,Afternoon,0.563,80
Emotional Drift,fear,neutral,relationships,Late Night,0.201,68
Emotional Drift,anger,negative,social_media,Evening,0.444,73
Emotional Drift,fear,positive,relationships,Evening,0.322,82
Emotional Drift,anger,neutral,growth_positive,Evening,0.383,55
Emotional Drift,anger,neutral,health_sleep,Afternoon,0.281,92
Emotional Drift,surprise,positive,relationships,Morning,0.478,92
Emotional Drift,joy,positive,growth_positive,Morning,0.475,69
Emotional Drift,joy,neutral,growth_positive,Afternoon,0.635,88
Emotional Drift,anger,positive,health_sleep,Evening,0.834,67
Emotional Drift,anger,neutral,work_studies,Late Night,0.771,80
Emotional Drift,fear,positive,relationships,Morning,0.387,78
Emotional Drift,surprise,neutral,social_media,Late Night,0.264,86
Emotional Drift,joy,positive,social_media,Late Night,0.933,87
Emotional Drift,joy,positive,growth_positive,Afternoon,0.651,60
Emotional Drift,joy,positive,work_studies,Afternoon,0.967,84
Emotional Drift,love,neutral,growth_positive,Evening,0.155,96
Emotional Drift,love,positive,time_pressure,Afternoon,0.352,78
Emotional Drift,love,neutral,social_media,Late Night,0.419,94
Emotional Drift,love,neutral,social_media,Afternoon,0.705,90
Emotional Drift,anger,neutral,health_sleep,Evening,0.785,75
Emotional Drift,anger,positive,health_sleep,Morning,0.488,70
Emotional Drift,joy,negative,growth_positive,Afternoon,0.287,93
Emotional Drift,surprise,neutral,social_media,Evening,0.509,95
Emotional Drift,anger,positive,health_sleep,Afternoon,0.748,77
Emotional Drift,sadness,negative,time_pressure,Evening,0.57,90
Emotional Drift,sadness,neutral,relationships,Morning,0.856,72
Emotional Drift,sadness,positive,growth_positive,Late Night,0.183,96
Emotional Drift,joy,positive,growth_positive,Evening,0.477,69
Emotional Drift,love,positive,social_media,Morning,0.668,85
Emotional Drift,anger,neutral,growth_positive,Late Night,0.965,96
Emotional Drift,anger,negative,social_media,Afternoon,0.697,64
Emotional Drift,love,positive,health_sleep,Morning,0.699,86
Emotional Drift,anger,positive,health_sleep,Afternoon,0.594,70
Emotional Drift,joy,neutral,work_studies,Evening,0.617,90
Emotional Drift,love,positive,time_pressure,Evening,0.343,81
Emotional Drift,sadness,negative,health_sleep,Morning,0.912,68
Emotional Drift,fear,negative,growth_positive,Morning,0.764,93
Emotional Drift,sadness,neutral,social_media,Afternoon,0.263,92
Emotional Drift,fear,positive,social_media,Afternoon,0.43,79
Emotional Drift,love,negative,work_studies,Late Night,0.641,60
Emotional Drift,fear,negative,relationships,Evening,0.834,70
Emotional Drift,sadness,positive,social_media,Morning,0.432,59
Emotional Drift,joy,neutral,health_sleep,Morning,0.134,57
Emotional Drift,surprise,negative,social_media,Morning,0.197,71
Emotional Drift,anger,positive,relationships,Afternoon,0.326,72
Emotional Drift,joy,negative,growth_positive,Late Night,0.211,78
Emotional Drift,anger,negative,time_pressure,Afternoon,0.606,83
Emotional Drift,sadness,neutral,time_pressure,Evening,0.492,81
Emotional Drift,joy,neutral,work_studies,Morning,0.803,93
Emotional Drift,anger,neutral,growth_positive,Morning,0.367,57
Emotional Drift,joy,positive,time_pressure,Afternoon,0.963,74
Emotional Drift,surprise,positive,social_media,Late Night,0.418,64
Emotional Drift,love,neutral,growth_positive,Late Night,0.278,90
Emotional Drift,joy,negative,relationships,Evening,0.374,89
Emotional Drift,surprise,negative,time_pressure,Afternoon,0.959,77
Emotional Drift,fear,negative,time_pressure,Late Night,0.598,67
Emotional Drift,sadness,positive,growth_positive,Late Night,0.508,68
Emotional Drift,sadness,neutral,time_pressure,Afternoon,0.442,82
Emotional Drift,surprise,neutral,health_sleep,Late Night,0.253,58
Emotional Drift,joy,negative,relationships,Morning,0.823,78
Emotional Drift,anger,neutral,work_studies,Evening,0.162,89
Emotional Drift,surprise,positive,time_pressure,Afternoon,0.297,76
Emotional Drift,joy,positive,work_studies,Evening,0.247,86
Emotional Drift,sadness,positive,social_media,Afternoon,0.298,83
Emotional Drift,sadness,positive,relationships,Afternoon,0.56,67
Emotional Drift,anger,negative,growth_positive,Afternoon,0.66,58
Emotional Drift,fear,positive,health_sleep,Afternoon,0.957,70
Emotional Drift,joy,positive,relationships,Afternoon,0.702,55
Emotional Drift,fear,positive,health_sleep,Afternoon,0.356,89
Emotional Drift,surprise,negative,relationships,Evening,0.35,76
Emotional Drift,joy,positive,growth_positive,Late Night,0.883,95
Emotional Drift,love,neutral,time_pressure,Morning,0.422,71
Emotional Drift,love,positive,work_studies,Evening,0.521,66
Emotional Drift,anger,positive,social_media,Evening,0.376,69
Emotional Drift,joy,neutral,growth_positive,Afternoon,0.816,67
Emotional Drift,surprise,positive,work_studies,Evening,0.286,65
Emotional Drift,love,positive,health_sleep,Afternoon,0.237,58
Emotional Drift,joy,neutral,time_pressure,Morning,0.985,79
Emotional Drift,sadness,negative,growth_positive,Evening,0.416,79
Emotional Drift,joy,neutral,social_media,Morning,0.512,83
Emotional Drift,sadness,neutral,work_studies,Morning,0.301,90
Emotional Drift,anger,negative,growth_positive,Morning,0.376,66
Emotional Drift,sadness,negative,relationships,Afternoon,0.108,58
Emotional Drift,surprise,neutral,health_sleep,Afternoon,0.815,94
Emotional Drift,surprise,negative,relationships,Afternoon,0.444,69
Emotional Drift,joy,negative,growth_positive,Late Night,0.678,70
Emotional Drift,fear,positive,health_sleep,Evening,0.506,63
Emotional Drift,surprise,negative,work_studies,Afternoon,0.293,79
Emotional Drift,joy,negative,health_sleep,Evening,0.62,95
Emotional Drift,love,neutral,work_studies,Late Night,0.494,55
Emotional Drift,sadness,positive,growth_positive,Morning,0.892,76
Emotional Drift,joy,neutral,work_studies,Morning,0.389,76
Emotional Drift,sadness,positive,time_pressure,Afternoon,0.215,91
Emotional Drift,fear,negative,health_sleep,Afternoon,0.194,62
Emotional Drift,love,neutral,growth_positive,Late Night,0.381,72
Emotional Drift,fear,positive,health_sleep,Afternoon,0.35,88
Emotional Drift,joy,positive,social_media,Morning,0.73,79
Emotional Drift,love,negative,work_studies,Late Night,0.263,68
Emotional Drift,fear,neutral,work_studies,Afternoon,0.697,61
Emotional Drift,love,negative,social_media,Late Night,0.573,79
Emotional Drift,fear,negative,time_pressure,Morning,0.167,92
Emotional Drift,joy,neutral,social_media,Afternoon,0.956,96
Emotional Drift,surprise,positive,work_studies,Late Night,0.665,66
Emotional Drift,anger,negative,health_sleep,Morning,0.447,78
Emotional Drift,fear,positive,social_media,Evening,0.607,60
Emotional Drift,fear,neutral,work_studies,Evening,0.589,64
Emotional Drift,joy,neutral,work_studies,Morning,0.913,70
Emotional Drift,fear,negative,time_pressure,Evening,0.954,57
Emotional Drift,surprise,neutral,health_sleep,Late Night,0.307,86
Emotional Drift,fear,neutral,social_media,Late Night,0.801,95
Emotional Drift,love,neutral,health_sleep,Morning,0.733,88
Emotional Drift,love,neutral,health_sleep,Late Night,0.392,73
Emotional Drift,surprise,neutral,relationships,Late Night,0.569,89
Emotional Drift,fear,neutral,health_sleep,Afternoon,0.429,73
Emotional Drift,anger,positive,health_sleep,Late Night,0.728,64
Emotional Drift,sadness,negative,work_studies,Evening,0.232,68
Emotional Drift,love,neutral,growth_positive,Morning,0.172,81
Emotional Drift,surprise,neutral,growth_positive,Late Night,0.268,62
Emotional Drift,joy,positive,time_pressure,Evening,0.644,73
Emotional Drift,love,neutral,time_pressure,Afternoon,0.13,86
Emotional Drift,love,negative,growth_positive,Afternoon,0.28,73
Emotional Drift,sadness,neutral,work_studies,Afternoon,0.457,92
Emotional Drift,surprise,negative,growth_positive,Evening,0.623,56
Emotional Drift,joy,positive,growth_positive,Morning,0.908,69
Emotional Drift,love,positive,work_studies,Afternoon,0.186,91
Emotional Drift,sadness,negative,growth_positive,Evening,0.463,68
Emotional Drift,sadness,positive,health_sleep,Late Night,0.305,91
Emotional Drift,love,negative,social_media,Afternoon,0.815,74
Emotional Drift,joy,positive,health_sleep,Afternoon,0.799,69
Emotional Drift,sadness,neutral,health_sleep,Morning,0.469,89
Emotional Drift,anger,positive,work_studies,Evening,0.182,79
Emotional Drift,sadness,neutral,health_sleep,Evening,0.212,70
Emotional Drift,joy,positive,social_media,Evening,0.845,63
Emotional Drift,surprise,positive,growth_positive,Morning,0.271,67
Emotional Drift,surprise,positive,health_sleep,Evening,0.235,89
Emotional Drift,love,neutral,relationships,Morning,0.598,65
Emotional Drift,anger,positive,health_sleep,Evening,0.935,79
Emotional Drift,anger,positive,growth_positive,Evening,0.732,73
Emotional Drift,fear,neutral,growth_positive,Evening,0.815,78
Emotional Drift,anger,negative,social_media,Morning,0.293,67
Emotional Drift,fear,negative,relationships,Evening,0.321,95
Emotional Drift,anger,negative,relationships,Afternoon,0.371,92
Emotional Drift,fear,negative,time_pressure,Evening,0.672,64
Emotional Drift,fear,positive,health_sleep,Afternoon,0.832,94
Emotional Drift,love,negative,work_studies,Evening,0.872,66
Emotional Drift,joy,neutral,time_pressure,Morning,0.815,64
Emotional Drift,joy,negative,growth_positive,Morning,0.344,68
Emotional Drift,fear,neutral,time_pressure,Evening,0.123,90
Emotional Drift,anger,positive,health_sleep,Late Night,0.943,71
Emotional Drift,joy,neutral,time_pressure,Evening,0.629,94
Emotional Drift,fear,neutral,health_sleep,Late Night,0.471,89
Emotional Drift,joy,negative,growth_positive,Morning,0.691,73
Emotional Drift,sadness,positive,growth_positive,Late Night,0.327,69
Emotional Drift,fear,negative,growth_positive,Morning,0.704,85
Emotional Drift,fear,neutral,relationships,Afternoon,0.429,57
Emotional Drift,surprise,neutral,work_studies,Late Night,0.406,87
Emotional Drift,love,negative,social_media,Late Night,0.169,91
Emotional Drift,fear,negative,relationships,Late Night,0.873,84
Emotional Drift,anger,positive,work_studies,Late Night,0.233,84
Emotional Drift,love,negative,work_studies,Late Night,0.77,91
Emotional Drift,love,neutral,growth_positive,Evening,0.416,76
Emotional Drift,anger,positive,health_sleep,Afternoon,0.596,64
Emotional Drift,fear,positive,relationships,Late Night,0.399,81
Emotional Drift,fear,negative,social_media,Morning,0.246,94
Emotional Drift,anger,negative,work_studies,Evening,0.831,75
Emotional Drift,anger,negative,work_studies,Morning,0.827,86
Emotional Drift,anger,negative,social_media,Evening,0.564,91
Emotional Drift,surprise,neutral,health_sleep,Morning,0.973,83
Emotional Drift,joy,neutral,relationships,Late Night,0.376,63
Emotional Drift,surprise,neutral,relationships,Late Night,0.495,68
Emotional Drift,joy,neutral,relationships,Evening,0.348,73
Emotional Drift,sadness,neutral,time_pressure,Evening,0.969,92
Emotional Drift,sadness,negative,relationships,Late Night,0.621,90
Emotional Drift,love,negative,growth_positive,Late Night,0.587,68
Emotional Drift,love,neutral,growth_positive,Evening,0.856,61
Emotional Drift,fear,neutral,time_pressure,Morning,0.768,83
Emotional Drift,surprise,negative,growth_positive,Afternoon,0.903,92
Emotional Drift,anger,neutral,work_studies,Late Night,0.781,68
Emotional Drift,anger,neutral,growth_positive,Morning,0.823,88
Emotional Drift,fear,positive,growth_positive,Late Night,0.806,84
Emotional Drift,fear,neutral,social_media,Morning,0.617,68
Emotional Drift,surprise,negative,time_pressure,Late Night,0.476,84
Emotional Drift,fear,positive,work_studies,Morning,0.25,62
Emotional Drift,love,positive,social_media,Morning,0.245,56
Emotional Drift,joy,negative,relationships,Morning,0.17,82
Emotional Drift,sadness,negative,relationships,Evening,0.1,56
Emotional Drift,love,positive,health_sleep,Late Night,0.215,63
Emotional Drift,anger,negative,health_sleep,Evening,0.235,74
Emotional Drift,sadness,positive,relationships,Late Night,0.903,81
Emotional Drift,surprise,neutral,work_studies,Evening,0.681,58
Emotional Drift,love,positive,health_sleep,Morning,0.126,84
Emotional Drift,love,neutral,health_sleep,Evening,0.453,92
Emotional Drift,anger,negative,relationships,Late Night,0.328,66
Emotional Drift,sadness,negative,work_studies,Morning,0.939,83
Emotional Drift,anger,neutral,time_pressure,Morning,0.968,60
Emotional Drift,love,positive,social_media,Morning,0.855,72
Emotional Drift,fear,neutral,growth_positive,Evening,0.623,96
Emotional Drift,joy,negative,work_studies,Evening,0.568,88
Emotional Drift,love,neutral,health_sleep,Evening,0.556,59
Emotional Drift,sadness,neutral,work_studies,Afternoon,0.957,65
Emotional Drift,anger,neutral,work_studies,Morning,0.349,82
Emotional Drift,love,neutral,relationships,Morning,0.79,80
Emotional Drift,anger,negative,health_sleep,Morning,0.307,89
Emotional Drift,anger,positive,relationships,Evening,0.225,84
Emotional Drift,anger,neutral,health_sleep,Late Night,0.47,84
Emotional Drift,joy,neutral,social_media,Morning,0.256,67
Emotional Drift,surprise,negative,social_media,Afternoon,0.597,83
Emotional Drift,love,neutral,work_studies,Late Night,0.122,95
Emotional Drift,love,negative,time_pressure,Afternoon,0.916,76
Emotional Drift,sadness,neutral,work_studies,Late Night,0.517,96
Emotional Drift,joy,neutral,time_pressure,Afternoon,0.845,64
Emotional Drift,fear,negative,growth_positive,Late Night,0.631,95
Emotional Drift,love,negative,growth_positive,Afternoon,0.212,65
Emotional Drift,anger,neutral,work_studies,Late Night,0.829,55
Emotional Drift,surprise,negative,health_sleep,Late Night,0.474,93
Emotional Drift,love,negative,time_pressure,Morning,0.356,61
Emotional Drift,love,negative,health_sleep,Evening,0.481,63
Emotional Drift,sadness,positive,time_pressure,Evening,0.259,62
Emotional Drift,love,negative,health_sleep,Evening,0.458,60
Emotional Drift,joy,neutral,growth_positive,Late Night,0.387,91
Emotional Drift,love,negative,work_studies,Late Night,0.583,81
Emotional Drift,sadness,neutral,work_studies,Afternoon,0.355,75
Emotional Drift,fear,neutral,growth_positive,Afternoon,0.882,90
Emotional Drift,sadness,neutral,growth_positive,Evening,0.558,85
Emotional Drift,anger,positive,time_pressure,Morning,0.455,59
Emotional Drift,surprise,neutral,relationships,Morning,0.883,68
Emotional Drift,anger,positive,social_media,Evening,0.506,57
Emotional Drift,joy,neutral,time_pressure,Evening,0.471,78
Emotional Drift,sadness,negative,social_media,Afternoon,0.369,67
Emotional Drift,surprise,positive,work_studies,Evening,0.434,80
Emotional Drift,anger,negative,health_sleep,Afternoon,0.37,93
Emotional Drift,surprise,negative,time_pressure,Afternoon,0.95,55
Emotional Drift,joy,positive,social_media,Evening,0.64,90
Emotional Drift,fear,negative,time_pressure,Evening,0.569,55
Emotional Drift,surprise,neutral,growth_positive,Evening,0.917,63
Emotional Drift,sadness,neutral,health_sleep,Evening,0.563,73
Emotional Drift,surprise,positive,health_sleep,Afternoon,0.471,65
Emotional Drift,surprise,neutral,social_media,Afternoon,0.382,94
Emotional Drift,anger,neutral,relationships,Morning,0.187,72
Emotional Drift,surprise,positive,time_pressure,Evening,0.777,58
Emotional Drift,joy,neutral,work_studies,Late Night,0.527,73
Emotional Drift,fear,neutral,work_studies,Morning,0.957,64
Emotional Drift,joy,neutral,work_studies,Morning,0.779,82
Emotional Drift,surprise,neutral,health_sleep,Afternoon,0.884,58
Emotional Drift,surprise,negative,relationships,Late Night,0.353,93
Emotional Drift,surprise,neutral,growth_positive,Morning,0.687,69
Emotional Drift,love,neutral,growth_positive,Late Night,0.109,94
Emotional Drift,fear,neutral,work_studies,Evening,0.65,66
Emotional Drift,joy,positive,relationships,Late Night,0.16,65
